Epoch,D Loss,G Loss
1,1.9297879195213319,6.596821689605713
2,1.1432933044433593,5.226189250946045
3,0.7934511888027191,5.007096891403198
4,0.498112890124321,4.7464902973175045
5,0.23487972766160964,4.578618884086609
6,0.38090628787875175,4.989155559539795
7,0.09019965395331382,4.33015709400177
8,0.2485131848603487,4.593021087646484
9,0.2690563532710075,4.701808309555053
10,0.14679181165993213,4.5128537940979
11,0.09176107801496983,4.597138600349426
12,0.034837938882410525,4.055013933181763
13,0.02153441308066249,3.8531037759780884
14,0.019642208479344846,3.802182755470276
15,0.11815291412174701,4.714543499946594
16,0.19142190808430315,3.6906264305114744
17,0.015988583136349918,3.3311436796188354
18,0.023500233693048357,3.2139701509475707
19,0.08924674493260681,3.40127911567688
20,0.018237996762618423,3.0375372552871704
21,0.3784594817832112,3.687734308242798
22,0.02011558678932488,3.1197023487091062
23,0.07252162565477192,3.379374179840088
24,0.008151613133959472,3.0121830224990847
25,0.004085159595124423,2.7159670114517214
26,0.002761831162497401,2.5318728399276735
27,0.0018900447036139668,2.4719743585586547
28,0.001748929243767634,2.4247361707687376
29,0.17662790794624017,3.2158794593811035
30,0.25372411699965597,2.7973800468444825
31,0.024724891167134045,2.5678210163116457
32,0.07029331218451261,2.691563129425049
33,0.00940933199832216,2.435354051589966
34,0.14023514316882937,3.0675686407089233
35,0.008848381014540791,2.4301878452301025
36,0.06602116991300136,3.007791681289673
37,0.013509582271799445,2.364522657394409
38,0.003940210742875934,2.2146509385108946
39,0.0021426382544450463,2.143355164527893
40,0.0020463481184560804,2.0932806062698366
41,0.000994223866146058,2.1034259819984436
42,0.0008079257485223934,2.1211058712005615
43,0.00047795682505238804,2.2146595168113707
44,1.9848225884707063,2.2563572096824647
45,0.7763130907714367,2.368476223945618
46,0.23983686793595552,2.4713505029678347
47,0.24559086885303258,2.2178187465667722
48,0.1175879033561796,2.130405867099762
49,0.04752811770420522,2.262118890285492
50,0.011006970354355872,2.082020881175995
51,0.25460047915112227,2.486587064266205
52,0.011322480246890336,2.0817839813232424
53,0.007601749198511243,2.0379919528961183
54,0.005065733961528167,2.020344605445862
55,0.0019252521661110222,1.948055944442749
56,0.002406557888025418,1.8487616419792174
57,0.0016463050863239914,2.01493825674057
58,0.0005434636777499691,1.7819213485717773
59,0.0005734008082072251,1.7186143159866334
60,0.22826329811883625,2.7444324326515197
61,0.4907234486984089,2.97577586889267
62,0.3690015208022669,1.7997908425331115
63,0.007130455723963678,1.5756361651420594
64,0.00734926140634343,1.4143755078315734
65,0.8811228019767441,1.5384753942489624
66,0.021205784194171427,1.694285318851471
67,0.012266226308420301,1.6347563099861144
68,0.005599593431688845,1.7132793283462524
69,0.005736929755657911,1.6160867857933043
70,0.005250880511011928,1.9399790358543396
71,0.0017417867726180702,1.5813959693908692
72,0.0008782713807886466,1.496372447013855
73,0.016693416499183513,1.4653463053703308
74,0.41498114297166466,1.7887619376182555
75,0.08597048583440482,1.4825851511955261
76,0.029802747862413527,1.5651807403564453
77,0.005131201987387613,1.544350926876068
78,0.0053751078795176,2.0355227780342102
79,0.002516708357143216,1.6179704904556274
80,0.039113601057906636,1.602878270149231
81,0.06304748469032347,1.801230752468109
82,0.46914684860035777,1.5567440247535707
83,0.016190192508511246,1.3255058336257934
84,0.006512698493897915,1.229191451072693
85,0.0039003636117558925,1.1796943521499634
86,0.25829267463763245,1.2764023685455321
87,0.1847814003098756,1.7167060708999633
88,0.005737250172533095,1.379885618686676
89,0.004518968110205606,1.3127576327323913
90,0.0020319622219540177,1.294539828300476
91,0.9527817132486962,1.604151921272278
92,0.006425405065529049,1.6606707286834717
93,0.0017330499365925788,1.735611002445221
94,0.0008811952656833455,1.4162701082229614
95,0.0009280490432865918,1.2474162697792053
96,0.0013388698466587812,1.214908995628357
97,0.0006165639637038112,1.24183132648468
98,0.0014337551820790394,1.2459912633895873
99,0.0006072820097324438,1.2879366064071656
100,0.0007511254854034632,1.2886309266090392
101,0.021571418371459004,1.480797131061554
102,0.006294091169256717,1.240211808681488
103,0.0005529378898791038,1.2997965240478515
104,0.00030734619445865974,1.2745732164382935
105,0.15482427480150363,1.380503911972046
106,0.053310768601950255,1.3993319773674011
107,0.014234311990439891,1.6719565749168397
108,0.0013089257630053907,1.5755268120765686
109,0.0009827180468710138,1.518931849002838
110,0.11660462086088956,2.2632029485702514
111,0.0016151868179440497,1.7270855045318603
112,0.0009325507230823859,1.4297777795791626
113,0.01530753826664295,1.6059559631347655
